"id","age","country","education","occupation[a1]","occupation[a2]","occupation[a3]","occupation[a4]","occupation[a5]","flossprojects[p1_name]","flossprojects[p1_tasks]","flossprojects[p1_duration]","flossprojects[p2_name]","flossprojects[p2_tasks]","flossprojects[p2_duration]","flossprojects[p3_name]","flossprojects[p3_tasks]","flossprojects[p3_duration]","flossprojects[p4_name]","flossprojects[p4_tasks]","flossprojects[p4_duration]","flossprojects[p5_name]","flossprojects[p5_tasks]","flossprojects[p5_duration]","usedsystems1[getenv]","usedsystems1[envvar]","usedsystems1[xsettings]","usedsystems1[gsettings]","usedsystems1[qsettings]","usedsystems1[kconfig]","usedsystems1[dconf]","usedsystems1[cfgfiles]","usedsystems1[freedesktop]","usedsystems1[registra]","usedsystems1[plist]","usedsystems2[getenv]","usedsystems2[envvar]","usedsystems2[xsettings]","usedsystems2[gsettings]","usedsystems2[qsettings]","usedsystems2[kconfig]","usedsystems2[dconf]","usedsystems2[cfgfiles]","usedsystems2[freedesktop]","usedsystems2[registra]","usedsystems2[plist]","flosscontribution[a1]","flosscontribution[a2]","flosscontribution[a3]","flosscontribution[a4]","flosscontribution[a5]","flosscontribution[a6]","flosscontribution[a7]","introduceconfintrg[a1]","introduceconfintrg[a2]","introduceconfintrg[a3]","introduceconfintrg[a4]","introduceconfintrg[a5]","specifyconfig[a1]","specifyconfig[a2]","specifyconfig[a3]","specifyconfig[a4]","specifyconfig[a5]","specifyconfig[a6]","specifyconfig[a7]","specifyconfig[a8]","specifyconfig[a9]","specifyconfig[a10]","specifyconfig[a11]","specifyconfig[a12]","configreduction[a1]","configreduction[a2]","configreduction[a3]","configreduction[a4]","configreduction[a5]","configreduction[a6]","configreduction[a7]","configreduction[a8]","configreduction[a9]","effortconfexp[a1]","effortconfexp[a2]","effortconfexp[a3]","effortconfexp[a4]","effortconfexp[a5]","effortconfexp[a6]","effortconfexp[a7]","effortconfexp[a8]","effortconfexp[a9]","importancecfgoptions[a1]","importancecfgoptions[a2]","importancecfgoptions[a3]","importancecfgoptions[a4]","importancecfgoptions[a5]","importancecfgoptions[a6]","importancecfgoptions[a7]","getenv[a1]","getenv[a2]","getenv[a3]","getenv[a4]","getenv[a5]","getenv[a6]","getenv[a7]","getenv[a8]","clusterconf[a1]","clusterconf[a2]","clusterconf[a3]","clusterconf[a4]","clusterconf[a5]","clusterconf[a6]","informaboutcfg[a1]","informaboutcfg[a2]","informaboutcfg[a3]","informaboutcfg[a4]","informaboutcfg[a5]","informaboutcfg[a6]","informaboutcfg[a7]","informaboutcfg[a8]","informaboutcfg[a9]","syncconfig[a1]","syncconfig[a2]","syncconfig[a3]","syncconfig[a4]","syncconfig[a5]","syncconfig[a6]","importantbenefits[a1]","importantbenefits[a2]","importantbenefits[a3]","importantbenefits[a4]","importantbenefits[a5]","importantbenefits[a6]","importantbenefits[a7]","importantbenefits[a8]","importantbenefits[a9]","importantbenefits[a10]","importantbenefits[a11]","importantbenefits[a12]","importantbenefits[a13]","importantbenefits[a14]","donation"
"69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"70","15-25","FR","a3","1","0","1","0","0","11","translator","1","","","","","","","","","","","","","used3","used4","used1","used1","used1","used1","used1","used1","used1","used1","used1","neutral","neutral","","","","","","","","","","0","0","0","1","1","0","0","a5","a5","a3","a3","","0","1","1","0","1","1","1","1","1","0","0","0","","","","","","","","","1","1","1","0","1","1","1","1","0","0","a4","a2","a5","a2","a5","a5","a3","0","0","0","1","0","1","1","0","1","1","0","0","0","0","a5","a3","a4","a4","a3","a3","a1","a1","a5","0","1","0","0","0","0","a3","a3","a4","a2","a4","a1","a3","a1","a4","a4","a5","a5","a1","","1"
"72","15-25","CH","a2","1","1","1","0","0","kde","bug-fixer","2","php","translator","5","personal-project","developer","4","","","","","","","used3","used4","used1","used3","used4","used1","used1","used4","used1","used1","used1","neutral","good","","help","help","","","good","","","","1","0","1","0","0","0","0","a5","a4","a3","a2","","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","1","0","1","0","0","a5","a4","a5","","a4","a4","a5","1","0","1","0","0","0","0","0","0","1","0","0","0","0","a4","a4","a5","a5","a5","a3","a2","a2","a4","0","0","1","1","0","0","a5","a4","a5","a2","a3","a4","a5","a5","a3","a2","a3","a4","a4","","1"
"73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"74","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"79","15-25","US","a2","0","0","1","0","0","10","bug-reporter","2","arch-linux","bug-reporter","2","12","bug-reporter","2","","","","","","","used3","used3","used3","used1","used1","used1","used3","used3","used1","used1","used1","confused","neutral","neutral","","","","good","good","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"80","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"81","26-31","SE","a2","1","0","1","0","1","13","contributor","1","14","contributor","1","15","contributor","4","16","contributor","1","various-projects","maintainer","4","used4","used4","used1","used1","used1","used1","used1","used4","used4","used1","used1","good","good","","","","","","neutral","confused","","","1","1","1","1","0","0","0","a1","a1","a1","a1","a5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","a1","a1","a3","a5","a1","a1","a1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","a5","a3","a1","a1","a1","a1","a2","a1","a1","","","","","","1","a5","a1","a5","a1","a1","a1","a5","a1","a1","a1","a1","a1","a1","","0"
"82","","GB","a2","0","0","1","0","0","personal-project","developer","3","","","","","","","","","","","","","used3","used4","used1","used1","used1","used1","used3","used4","used3","used3","used1","confused","neutral","","","","","confused","neutral","help","confused","","0","0","0","0","1","1","0","a5","a3","a5","a4","","1","1","1","0","0","0","1","0","1","0","0","0","","","","","","","","","1","1","1","0","1","0","0","0","0","0","a4","a2","a4","a5","a3","a2","a2","0","0","0","1","0","0","0","0","0","1","0","0","1","0","a4","a3","a4","a5","a4","a1","a1","a2","a2","0","1","0","0","0","0","a5","a5","a3","a3","a4","a2","a3","a3","a4","a3","a4","a5","a3","","1"
"83","15-25","IN","a3","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"85","32-37","PT","a4","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"86","32-37","US","a3","1","0","0","0","0","17","developer","3","","","","","","","","","","","","","used3","used4","used3","used1","used1","used1","used1","used3","used1","used1","used1","help","good","","","","","","","","","","0","1","0","1","0","1","0","a5","a2","a1","a2","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","a1","a5","a5","a3","a2","a2","a4","1","0","0","0","0","0","0","0","0","1","1","1","1","0","a2","a2","a3","a4","a4","a2","a3","a2","a2","1","1","0","0","0","0","a2","a4","a2","a2","a2","a4","a4","a2","a2","a2","a5","a3","a1","","1"
"87","15-25","US","a2","1","0","1","0","0","","","","","","","","","","","","","","","","used4","used4","","","","","","used4","","","","help","bad","","","","","","neutral","","","","0","0","0","0","0","0","0","a4","a4","a4","a4","","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"88","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"90","38-57","AU","a3","1","1","0","0","0","debian","member","14","python","developer","10","","","","","","","","","","used4","used4","used1","used1","used1","used1","used3","used4","used4","","","neutral","neutral","","","","","help","neutral","neutral","","","1","1","1","1","1","1","0","a4","a4","a3","a3","","1","1","1","0","1","1","1","1","1","0","0","0","","","","","","","","","1","1","1","1","1","1","1","0","0","0","a3","a2","a3","a4","a4","a4","a3","1","1","0","1","0","1","0","0","1","1","1","1","1","0","a4","a4","a4","a3","a3","a3","a3","a4","a2","0","1","0","0","0","0","a3","a4","a3","a2","a3","a3","a4","a3","a3","a4","a4","a4","a4","","0"
"91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"93","15-25","DE","a2","0","0","1","0","0","18","web-designer","1","19","web-designer","1","20","developer","0","personal-project","developer","4","","","","used4","used4","used1","used1","used1","used3","used1","used4","used1","used3","used1","confused","neutral","","","","","","good","","bad","","0","0","0","0","1","0","0","a5","a4","a3","a5","","0","0","1","0","0","1","0","0","0","0","0","0","","","","","","","","","1","1","1","0","1","0","0","0","0","0","a4","a1","a4","a5","a5","a3","a2","1","0","0","0","0","0","0","0","1","1","1","0","1","0","a5","a4","a4","a5","a3","a1","a2","a1","a2","","","","","","1","a4","a3","a1","a1","a4","a3","a4","a1","a3","a4","a5","a5","a1","","1"
"94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"97","26-31","DE","a4","1","0","0","0","0","kde","developer","8","","","","","","","","","","","","","used4","used4","used1","used1","used3","used4","used1","used3","used3","used1","used1","neutral","help","","","help","neutral","","help","help","","","0","0","0","0","1","0","0","a3","a2","a1","a3","a3","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","a4","a1","a1","a3","a2","a2","a1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","a2","a2","a4","a4","a4","a2","a2","a2","a3","","","","","","1","a2","a4","a1","a2","a3","a2","a3","a2","a2","a2","a3","a3","a1","a1","1"
